0.000373716 0.000140248 5.81131e-06
0.00163763 0.000163702 4.69321e-06
-0.00174302 -0.000193473 6.24056e-06
0.000264805 0.000319085 4.79452e-06
0.00109033 -8.61521e-05 5.66252e-06
-0.000904531 -0.000272075 5.96716e-06
0.00137881 -0.000269838 5.95553e-06
2.63416e-05 0.000103731 6.02652e-06
0.000734613 1.45051e-05 5.87378e-06
-0.000638457 0.000314716 5.45346e-06
0.000380235 0.000338521 5.7275e-06
-0.00136908 -3.95742e-05 4.58578e-06
0.0014385 -0.000121071 4.79688e-06
-0.00170874 -4.42429e-05 6.70352e-06
0.000868587 0.00010364 5.58331e-06
0.00102064 4.12054e-05 6.42198e-06
-0.00049845 -0.000240545 6.59945e-06
0.00167471 -0.00033868 6.63634e-06
-0.00102468 -0.000226962 5.1255e-06
-0.00174749 -0.000357265 5.16916e-06
-0.000464575 -6.26974e-05 6.6254e-06
0.000662184 -0.000206208 6.40772e-06
0.0013388 -0.000345402 6.68773e-06
-0.00101606 -0.000109246 6.31905e-06
0.000133628 -0.000159626 5.85534e-06
-0.000342575 7.21593e-05 7.11435e-06
0.00178597 -0.000223566 4.6142e-06
0.00142998 0.000197334 5.11322e-06
-0.00135202 0.000221629 4.59874e-06
-7.94143e-05 0.000257052 4.96186e-06
-0.00111543 0.000153856 5.54373e-06
0.00151209 -0.000157527 5.60972e-06
0.00112599 -0.000332181 5.50632e-06
0.00105825 0.00025732 7.30955e-06
-0.000428541 -9.23316e-05 6.93638e-06
0.00141729 -0.000173189 6.33937e-06
-0.00157481 0.000111222 4.54073e-06
-0.00155131 1.5966e-05 6.20771e-06
0.00062673 0.000119987 5.67045e-06
-7.47658e-05 -0.000215558 5.33277e-06
-0.00152954 8.60337e-05 5.64024e-06
-0.000731327 0.000243374 5.68474e-06
-0.000237129 -0.000164673 5.73539e-06
5.48453e-05 0.000334608 6.65896e-06
-0.00171303 0.000219164 4.72918e-06
-0.00103444 0.000228912 5.1054e-06
0.001029 0.000244797 5.63615e-06
-0.00112354 6.14478e-06 5.7597e-06
0.00164952 2.89428e-05 5.06141e-06
0.00160241 -0.000339276 4.65598e-06
-0.00144274 -0.000239429 6.20571e-06
-0.000809415 0.000119115 4.68547e-06
-0.00112589 0.000103184 5.70532e-06
0.000264423 -0.000262315 5.86016e-06
0.000350024 -0.000209705 4.73628e-06
-0.000200836 -0.00023239 5.95345e-06
0.000399288 -1.53914e-05 5.24183e-06
0.000953695 5.87e-05 4.77538e-06
0.00151264 -0.000272852 5.89975e-06
-1.9878e-05 -0.000113396 6.6959e-06
-0.00110938 -0.000369975 5.07188e-06
0.00138028 0.000270227 4.57478e-06
0.000218754 -0.000130588 6.54937e-06
0.00145698 -9.51946e-05 6.69372e-06
0.00109044 0.00019585 5.29432e-06
-0.000754208 -0.000327824 5.81839e-06
-0.00113678 -0.000113333 6.44364e-06
-0.000226482 -0.000216456 4.56788e-06
-0.000423028 -0.00020306 6.4668e-06
-4.91791e-05 -0.000271505 6.74515e-06
-0.000360885 0.000245562 6.17062e-06
0.00169102 -0.00011828 4.98827e-06
0.000243669 -0.000238087 5.77728e-06
7.15157e-05 -5.17283e-05 5.50791e-06
0.000934201 0.000232657 5.58515e-06
-0.000300088 -0.000178506 5.8808e-06
0.00125718 -0.000316705 5.65889e-06
0.00042615 0.000149816 4.57557e-06
0.000566195 0.000143933 4.6132e-06
-0.00076979 0.000179797 4.84603e-06
-0.00160872 0.000211421 4.91121e-06
-0.000487165 6.62625e-05 5.79003e-06
0.00132398 0.000141809 6.62752e-06
-0.000971529 3.69449e-05 5.63899e-06
-0.00134883 0.000126661 5.8345e-06
0.00170759 8.15518e-05 5.83526e-06
0.00126222 0.000112845 6.57355e-06
-0.000203433 0.000252551 5.26609e-06
0.001171 -0.000188882 6.2056e-06
-0.0013623 0.000142018 6.72917e-06
0.00174278 0.000348848 5.65729e-06
0.00141074 0.000232456 5.30429e-06
0.00116398 -0.000135583 4.85845e-06
0.000925411 -0.000314262 5.43434e-06
0.000557208 7.74256e-05 5.35267e-06
0.000663028 2.02396e-05 5.63821e-06
-0.00112307 -2.12962e-05 5.15539e-06
-0.000459158 -5.28342e-05 4.68825e-06
-0.00119469 -0.000349746 5.97869e-06
0.000887406 -4.00532e-05 5.03693e-06
-0.00114133 0.000223514 5.08408e-06
0.00175317 0.000183836 4.62415e-06
0.000568784 0.000338876 4.51464e-06
-5.42706e-05 0.000195708 5.63294e-06
0.00147098 2.41849e-05 6.29261e-06
-0.00150707 -0.000212423 5.49637e-06
0.000922662 -0.000282164 4.7728e-06
0.00139551 0.000192271 6.54163e-06
-0.00104681 3.22038e-05 5.91699e-06
-0.000669645 -0.000148136 6.0298e-06
0.000508726 -9.91729e-05 5.94133e-06
0.00054124 -0.000152589 6.23662e-06
0.000476732 -0.00026487 5.98044e-06
